channel_id,channel_title,custom_url,channel_url,country,channel_published_at,uploads_playlist_id,last_seen_utc
UCTKa4DGeCFeThot6rcRqNow,TechnoïdFR,@technoidfr,https://www.youtube.com/channel/UCTKa4DGeCFeThot6rcRqNow,FR,2013-02-26T18:04:33Z,UUTKa4DGeCFeThot6rcRqNow,2026-01-31 15:50:36
UCTOAKgwfqqCbOytF3RNGGVw,Monsieur GRrr,@monsieurgrrr,https://www.youtube.com/channel/UCTOAKgwfqqCbOytF3RNGGVw,FR,2015-06-15T19:43:35Z,UUTOAKgwfqqCbOytF3RNGGVw,2026-01-31 15:50:36
UCTmHRe6W96WgYlUNxcokpVQ,Fitfitzone,@fitfitzone,https://www.youtube.com/channel/UCTmHRe6W96WgYlUNxcokpVQ,BE,2025-05-12T12:34:18.086948Z,UUTmHRe6W96WgYlUNxcokpVQ,2026-01-31 15:50:36
UCU8_onYYhNxwGUB3hA34C4Q,FrenchHardware,@frhardware,https://www.youtube.com/channel/UCU8_onYYhNxwGUB3hA34C4Q,FR,2016-05-03T19:19:34Z,UUU8_onYYhNxwGUB3hA34C4Q,2026-01-31 15:50:36
UCUD3E77YRTGK3yPSDB6Kq5Q,Monsport06,@monsport06,https://www.youtube.com/channel/UCUD3E77YRTGK3yPSDB6Kq5Q,FR,2018-01-24T22:47:52Z,UUUD3E77YRTGK3yPSDB6Kq5Q,2026-01-31 15:50:36
UCURjynFkZicGPbIIaWO9vmQ,Benji TV,@benjitv-fr,https://www.youtube.com/channel/UCURjynFkZicGPbIIaWO9vmQ,FR,2019-02-13T16:58:31Z,UUURjynFkZicGPbIIaWO9vmQ,2026-01-31 15:50:36
UCUT9pQQGw4ZEpv5hqrv-bZw,TonyTech,@tonytech67,https://www.youtube.com/channel/UCUT9pQQGw4ZEpv5hqrv-bZw,FR,2010-09-21T15:54:55Z,UUUT9pQQGw4ZEpv5hqrv-bZw,2026-01-31 15:50:36
UCU_a5aoj_HzTMohx0JG_Z4A,GUILLAUME++,@guillaumeplus,https://www.youtube.com/channel/UCU_a5aoj_HzTMohx0JG_Z4A,FR,2021-06-25T01:38:06.313965Z,UUU_a5aoj_HzTMohx0JG_Z4A,2026-01-31 15:50:36
UCUaHJ0fTA-1theR8A8Polmw,BFM Tech,@bfm_tech,https://www.youtube.com/channel/UCUaHJ0fTA-1theR8A8Polmw,FR,2007-07-02T14:52:58Z,UUUaHJ0fTA-1theR8A8Polmw,2026-01-31 15:50:36
UCUanZckNyJODHBdqtMzYMpA,ORLM.tv / On refait le Mac,@onrefaitlemac,https://www.youtube.com/channel/UCUanZckNyJODHBdqtMzYMpA,FR,2009-11-02T14:52:52Z,UUUanZckNyJODHBdqtMzYMpA,2026-01-31 15:50:36
UCUbwQOAmLdZ9zPOOPFt25zQ,YanNick TECH,@yannick-tech,https://www.youtube.com/channel/UCUbwQOAmLdZ9zPOOPFt25zQ,FR,2016-05-27T22:18:45Z,UUUbwQOAmLdZ9zPOOPFt25zQ,2026-01-31 15:50:36
UCUclUivgBePqnqDGQ3Jzu2Q,TOUKIWANTI,@toukiwanti,https://www.youtube.com/channel/UCUclUivgBePqnqDGQ3Jzu2Q,FR,2018-06-12T16:49:59Z,UUUclUivgBePqnqDGQ3Jzu2Q,2026-01-31 15:50:36
UCUltPy138RvnbWX_FuUHtDA,MT High-Tech,@mthightech,https://www.youtube.com/channel/UCUltPy138RvnbWX_FuUHtDA,FR,2019-08-28T22:16:09Z,UUUltPy138RvnbWX_FuUHtDA,2026-01-31 15:50:36
UCVrceZhsV6TRyVh3VhBFaKA,MOBICLICK,@mobiclick,https://www.youtube.com/channel/UCVrceZhsV6TRyVh3VhBFaKA,FR,2024-06-01T18:58:39.932796Z,UUVrceZhsV6TRyVh3VhBFaKA,2026-01-31 15:50:36
UCVwG9JHqGLfEO-4TkF-lf2g,Nowtech,@nowtech,https://www.youtube.com/channel/UCVwG9JHqGLfEO-4TkF-lf2g,FR,2013-03-18T11:31:19Z,UUVwG9JHqGLfEO-4TkF-lf2g,2026-01-31 15:50:36
UCWedHS9qKebauVIK2J7383g,Underscore_,@underscore_,https://www.youtube.com/channel/UCWedHS9qKebauVIK2J7383g,FR,2018-06-22T17:34:45Z,UUWedHS9qKebauVIK2J7383g,2026-01-31 15:50:36
UCX4A8obrGg1iX37R-fyBJ6w,Monde Tech,@24mondetech,https://www.youtube.com/channel/UCX4A8obrGg1iX37R-fyBJ6w,FR,2025-01-27T11:10:23.85887Z,UUX4A8obrGg1iX37R-fyBJ6w,2026-01-31 15:50:36
UCXJ_vW2t0W5hY9hS8ePnpzw,Back Market France,@backmarketfrance,https://www.youtube.com/channel/UCXJ_vW2t0W5hY9hS8ePnpzw,FR,2015-02-23T11:27:35Z,UUXJ_vW2t0W5hY9hS8ePnpzw,2026-01-31 15:50:36
UCYU8ljh_pDcwqDMWZoJWqwA,RABBIN DES BOIS,@rabbindesbois,https://www.youtube.com/channel/UCYU8ljh_pDcwqDMWZoJWqwA,FR,2018-05-15T08:40:56Z,UUYU8ljh_pDcwqDMWZoJWqwA,2026-01-31 15:50:36
UCYWJ5aXwE7vyN-qtDT3uR4w,Top For Phone,@topforphone,https://www.youtube.com/channel/UCYWJ5aXwE7vyN-qtDT3uR4w,FR,2009-12-20T23:52:04Z,UUYWJ5aXwE7vyN-qtDT3uR4w,2026-01-31 15:50:36
UCYmw-Y8TnRzO4COTBKEgUGg,Les Dénicheurs,@les_denicheurs,https://www.youtube.com/channel/UCYmw-Y8TnRzO4COTBKEgUGg,FR,2021-10-04T07:49:17.87504Z,UUYmw-Y8TnRzO4COTBKEgUGg,2026-01-31 15:50:36
UCYnvxJ-PKiGXo_tYXpWAC-w,Micode,@micode,https://www.youtube.com/channel/UCYnvxJ-PKiGXo_tYXpWAC-w,FR,2017-01-09T17:07:52Z,UUYnvxJ-PKiGXo_tYXpWAC-w,2026-01-31 15:50:36
UCZ5qxuvquQABNtjcawNMowA,DaddyFamtech,@daddyfamtech,https://www.youtube.com/channel/UCZ5qxuvquQABNtjcawNMowA,FR,2021-03-11T13:01:01.200329Z,UUZ5qxuvquQABNtjcawNMowA,2026-01-31 15:50:36
UCZEdNvDcHUPEE7CDRpXnO6w,Cyril | Ctrl Bu,@ctrlbu,https://www.youtube.com/channel/UCZEdNvDcHUPEE7CDRpXnO6w,FR,2009-03-04T00:04:35Z,UUZEdNvDcHUPEE7CDRpXnO6w,2026-01-31 15:50:36
UCZsEJw8rwd0RWAga5dulOpg,Bon Plan High Tech,@bonplanhightech,https://www.youtube.com/channel/UCZsEJw8rwd0RWAga5dulOpg,FR,2020-02-15T21:15:41.532188Z,UUZsEJw8rwd0RWAga5dulOpg,2026-01-31 15:50:36
UC_FckuJiPXwA_nOEIoTsRZg,Fabien captain virtuality,@captainvirtuality,https://www.youtube.com/channel/UC_FckuJiPXwA_nOEIoTsRZg,FR,2018-03-06T09:00:29Z,UU_FckuJiPXwA_nOEIoTsRZg,2026-01-31 15:50:36
UC_dzE9mydhQuQ0NwmXByDtA,André Martin,@andremartinyt,https://www.youtube.com/channel/UC_dzE9mydhQuQ0NwmXByDtA,FR,2013-01-02T19:08:56Z,UU_dzE9mydhQuQ0NwmXByDtA,2026-01-31 15:50:36
UCa8Leo9o5Nnb-Cc1sWfT2HQ,MobileAddict,@mobileaddict,https://www.youtube.com/channel/UCa8Leo9o5Nnb-Cc1sWfT2HQ,FR,2017-01-09T20:39:39Z,UUa8Leo9o5Nnb-Cc1sWfT2HQ,2026-01-31 15:50:36
UCaHolOYkfcTdC0vTFAywzXw,LoKan Sardari,@lknsardari,https://www.youtube.com/channel/UCaHolOYkfcTdC0vTFAywzXw,FR,2012-06-29T06:43:07Z,UUaHolOYkfcTdC0vTFAywzXw,2026-01-31 15:50:36
UCagQpz-WZtgbSp8Ry0XQ4Yw,Victor,@victorjimenes1,https://www.youtube.com/channel/UCagQpz-WZtgbSp8Ry0XQ4Yw,FR,2016-11-19T16:10:49Z,UUagQpz-WZtgbSp8Ry0XQ4Yw,2026-01-31 15:50:36
UCaybrunQi8xWgPMgv1AYBHw,TheiCollection,@theicollection,https://www.youtube.com/channel/UCaybrunQi8xWgPMgv1AYBHw,FR,2011-07-17T12:39:52Z,UUaybrunQi8xWgPMgv1AYBHw,2026-01-31 15:50:36
UCb0sWM7tMRaEgn_hpptqnxA,Mon iPad & Moi,@monipadetmoi,https://www.youtube.com/channel/UCb0sWM7tMRaEgn_hpptqnxA,FR,2024-03-01T20:27:19.243783Z,UUb0sWM7tMRaEgn_hpptqnxA,2026-01-31 15:50:36
UCbwE_k9zALnzZRvkoyDhuzw,Jojo Le Geek,@jojolegeek,https://www.youtube.com/channel/UCbwE_k9zALnzZRvkoyDhuzw,FR,2019-02-11T17:18:55Z,UUbwE_k9zALnzZRvkoyDhuzw,2026-01-31 15:50:36
UCc7giV0qHsCNbhjV3_ZJ22w,Paul - Nakryum,@nakryum,https://www.youtube.com/channel/UCc7giV0qHsCNbhjV3_ZJ22w,FR,2008-12-03T16:32:06Z,UUc7giV0qHsCNbhjV3_ZJ22w,2026-01-31 15:50:36
UCchpwieM3DswmDEnJ0MRq1A,Romain Lanéry,@romainlanery,https://www.youtube.com/channel/UCchpwieM3DswmDEnJ0MRq1A,FR,2013-07-17T20:15:02Z,UUchpwieM3DswmDEnJ0MRq1A,2026-01-31 15:50:36
UCdTrm2PZ7Wwa7xF-LbGP0dQ,Le Showroom de l'Image et du Son,@showroom_image_et_son,https://www.youtube.com/channel/UCdTrm2PZ7Wwa7xF-LbGP0dQ,FR,2008-11-26T15:29:54Z,UUdTrm2PZ7Wwa7xF-LbGP0dQ,2026-01-31 15:50:36
UCdqC1GnhKs3aQw6j62uOvUw,Mister Perrier,@misterperrier,https://www.youtube.com/channel/UCdqC1GnhKs3aQw6j62uOvUw,CH,2013-02-08T19:40:44Z,UUdqC1GnhKs3aQw6j62uOvUw,2026-01-31 15:50:36
UCe7R7Pt-bxNT7EE83NLsmFQ,Avis Express - Testeur High-Tech,@avisexpress,https://www.youtube.com/channel/UCe7R7Pt-bxNT7EE83NLsmFQ,FR,2016-06-29T18:35:05Z,UUe7R7Pt-bxNT7EE83NLsmFQ,2026-01-31 15:50:36
UCe7aMEBJH_sGJMCXWLCzeSA,TheFunTouch,@thefuntouch,https://www.youtube.com/channel/UCe7aMEBJH_sGJMCXWLCzeSA,,2011-08-12T15:37:11Z,UUe7aMEBJH_sGJMCXWLCzeSA,2026-01-31 15:50:36
UCeFfhz1vsSxxJY26VZHw19w,Selectos Tech,@selectosfr,https://www.youtube.com/channel/UCeFfhz1vsSxxJY26VZHw19w,BE,2017-07-23T16:20:30Z,UUeFfhz1vsSxxJY26VZHw19w,2026-01-31 15:50:36
UCeUxAQ2j3OETAApTvBj5Scw,MoMo App,@momoapp2,https://www.youtube.com/channel/UCeUxAQ2j3OETAApTvBj5Scw,FR,2018-04-10T19:39:32Z,UUeUxAQ2j3OETAApTvBj5Scw,2026-01-31 15:50:36
UCeXhsPdO6bRK7ZycOeFdD8A,iTechNews,@itechnews101,https://www.youtube.com/channel/UCeXhsPdO6bRK7ZycOeFdD8A,FR,2019-02-16T13:48:04Z,UUeXhsPdO6bRK7ZycOeFdD8A,2026-01-31 15:50:36
UCf-DN6QjyyEbhuMWCoXdXQQ,Phonandroid,@phonandroid,https://www.youtube.com/channel/UCf-DN6QjyyEbhuMWCoXdXQQ,FR,2014-01-23T01:55:23Z,UUf-DN6QjyyEbhuMWCoXdXQQ,2026-01-31 15:50:36
UCfLyhjpn3hzleNtgTGOQimA,Romain PIAUD,@romainpiaud,https://www.youtube.com/channel/UCfLyhjpn3hzleNtgTGOQimA,FR,2018-05-09T18:55:57Z,UUfLyhjpn3hzleNtgTGOQimA,2026-01-31 15:50:36
UCfbwndxvM8tOtxN_GqU1R3Q,Lorenzo-high-tech,@lorenzohightech,https://www.youtube.com/channel/UCfbwndxvM8tOtxN_GqU1R3Q,FR,2016-12-12T23:56:10Z,UUfbwndxvM8tOtxN_GqU1R3Q,2026-01-31 15:50:36
UCfc0cRoo8yYOzeuS89zpN-Q,Québec Test,@quebectest,https://www.youtube.com/channel/UCfc0cRoo8yYOzeuS89zpN-Q,CA,2019-12-19T01:36:30.850052Z,UUfc0cRoo8yYOzeuS89zpN-Q,2026-01-31 15:50:36
UCflWJq4cTuofmM-0G-GMUNQ,conseilguide,@conseilguide,https://www.youtube.com/channel/UCflWJq4cTuofmM-0G-GMUNQ,FR,2012-01-16T10:18:50Z,UUflWJq4cTuofmM-0G-GMUNQ,2026-01-31 15:50:36
UCfwLCsZhix155PAoFTBb-oQ,Mac4Ever,@mac4ever,https://www.youtube.com/channel/UCfwLCsZhix155PAoFTBb-oQ,FR,2009-11-07T08:36:35Z,UUfwLCsZhix155PAoFTBb-oQ,2026-01-31 15:50:36
UCgWvhceGENT-dKBlgodnomQ,Les perdus Du numérique,@lesperdusdunumerique9145,https://www.youtube.com/channel/UCgWvhceGENT-dKBlgodnomQ,FR,2018-11-08T09:34:10Z,UUgWvhceGENT-dKBlgodnomQ,2026-01-31 15:50:36
UCgjhIdz3Uw9r-eMyML9M8FA,PIKATE,@pikate7,https://www.youtube.com/channel/UCgjhIdz3Uw9r-eMyML9M8FA,FR,2023-11-03T14:45:49.190674Z,UUgjhIdz3Uw9r-eMyML9M8FA,2026-01-31 15:50:36
UCgoxc-VKU0cw9BcM9z_qokg,Frandroid,@frandroid,https://www.youtube.com/channel/UCgoxc-VKU0cw9BcM9z_qokg,FR,2012-02-26T09:17:16Z,UUgoxc-VKU0cw9BcM9z_qokg,2026-01-31 15:50:36
UChFaUrD7t1JQ0w7rObWhIRA,Millomaker,@millomaker,https://www.youtube.com/channel/UChFaUrD7t1JQ0w7rObWhIRA,FR,2017-12-08T09:27:17Z,UUhFaUrD7t1JQ0w7rObWhIRA,2026-01-31 15:50:36
UCiR9chjo9kIFMsCXgspFxqg,Braindegeek,@braindegeek,https://www.youtube.com/channel/UCiR9chjo9kIFMsCXgspFxqg,FR,2013-05-02T11:21:07Z,UUiR9chjo9kIFMsCXgspFxqg,2026-01-31 15:50:36
UCkQI4PEJfOY37DU_WLLzc5w,Dell Technologies France,@delltechnologiesfrance,https://www.youtube.com/channel/UCkQI4PEJfOY37DU_WLLzc5w,FR,2013-12-17T14:22:54Z,UUkQI4PEJfOY37DU_WLLzc5w,2026-01-31 15:50:36
UCkS6jlQ4RJTCdkzVCU2-FSQ,GeekEtc,@geeketcfr,https://www.youtube.com/channel/UCkS6jlQ4RJTCdkzVCU2-FSQ,FR,2014-05-11T11:48:21Z,UUkS6jlQ4RJTCdkzVCU2-FSQ,2026-01-31 15:50:36
UClQPWod8Gjgw7i51t7PYibQ,Sélection Futée,@selectionfutee,https://www.youtube.com/channel/UClQPWod8Gjgw7i51t7PYibQ,FR,2023-08-25T08:17:35.893208Z,UUlQPWod8Gjgw7i51t7PYibQ,2026-01-31 15:50:36
UCljgvfi_NnUrNJVHp_HGHwA,Bazar de Léo - TechMaker,@bazartechmaker,https://www.youtube.com/channel/UCljgvfi_NnUrNJVHp_HGHwA,FR,2016-01-18T18:49:01Z,UUljgvfi_NnUrNJVHp_HGHwA,2026-01-31 15:50:36
UClnRNkdVq24iwIbc1O-hjlw,Yensing,@yensingyt,https://www.youtube.com/channel/UClnRNkdVq24iwIbc1O-hjlw,FR,2015-01-19T08:45:28Z,UUlnRNkdVq24iwIbc1O-hjlw,2026-01-31 15:50:36
UCm3QK_QNta9Mue2Q70gtzVw,Android plus,@androidplus-o8n,https://www.youtube.com/channel/UCm3QK_QNta9Mue2Q70gtzVw,FR,2023-11-09T20:52:06.212505Z,UUm3QK_QNta9Mue2Q70gtzVw,2026-01-31 15:50:36
UCnnYqSNKKygemgmxC9PyLTw,Ludo Salenne,@ludovicsalenne,https://www.youtube.com/channel/UCnnYqSNKKygemgmxC9PyLTw,FR,2013-10-09T13:33:21Z,UUnnYqSNKKygemgmxC9PyLTw,2026-01-31 15:50:36
UCoJ4gzwVvGNH5GNqiJoQAAA,Alex Reframe,@alexreframe,https://www.youtube.com/channel/UCoJ4gzwVvGNH5GNqiJoQAAA,FR,2017-01-05T12:23:09Z,UUoJ4gzwVvGNH5GNqiJoQAAA,2026-01-31 15:50:36
UCpFq62uOig4n9jT3luIYUDQ,VZX,@viiziix,https://www.youtube.com/channel/UCpFq62uOig4n9jT3luIYUDQ,FR,2014-07-21T23:59:03Z,UUpFq62uOig4n9jT3luIYUDQ,2026-01-31 15:50:36
UCpSRz-eAoiSW5kaHpI_3LjA,JOLI TECH,@jolitechxp,https://www.youtube.com/channel/UCpSRz-eAoiSW5kaHpI_3LjA,FR,2025-08-11T08:41:17.927443Z,UUpSRz-eAoiSW5kaHpI_3LjA,2026-01-31 15:50:36
UCpaI1FRY8EGK6mEAL7Wfr9w,Yosheez,@yosheez,https://www.youtube.com/channel/UCpaI1FRY8EGK6mEAL7Wfr9w,FR,2016-02-16T10:10:51Z,UUpaI1FRY8EGK6mEAL7Wfr9w,2026-01-31 15:50:36
UCqRSWOqkW_oelrdUN7KQ-aQ,Les Numériques,@lesnumeriques,https://www.youtube.com/channel/UCqRSWOqkW_oelrdUN7KQ-aQ,FR,2006-06-19T15:27:18Z,UUqRSWOqkW_oelrdUN7KQ-aQ,2026-01-31 15:50:36
UCr7ZVUNJ9KyYD92xqfinGsQ,Jimtek,@jimtek_yt,https://www.youtube.com/channel/UCr7ZVUNJ9KyYD92xqfinGsQ,FR,2023-10-17T20:29:02.985627Z,UUr7ZVUNJ9KyYD92xqfinGsQ,2026-01-31 15:50:36
UCrAiXFptzDmgQA6gUCOz9RQ,Meta Perso,@metaperso,https://www.youtube.com/channel/UCrAiXFptzDmgQA6gUCOz9RQ,FR,2023-03-08T23:06:00.589332Z,UUrAiXFptzDmgQA6gUCOz9RQ,2026-01-31 15:50:36
UCrHCRJPuJJcINMMEETEYt4g,Le Petit Comparateur,@lepetitcomparateur,https://www.youtube.com/channel/UCrHCRJPuJJcINMMEETEYt4g,FR,2021-08-10T11:33:56.532314Z,UUrHCRJPuJJcINMMEETEYt4g,2026-01-31 15:50:36
UCrSCIeCW1YuEviVZPVhEfGQ,Dorian GM,@dorian_gm,https://www.youtube.com/channel/UCrSCIeCW1YuEviVZPVhEfGQ,FR,2021-08-28T09:35:42.17138Z,UUrSCIeCW1YuEviVZPVhEfGQ,2026-01-31 15:50:36
UCrsiHZzr4IjuSjnvPy5rVUQ,Daddy Dtech,@daddydtech,https://www.youtube.com/channel/UCrsiHZzr4IjuSjnvPy5rVUQ,,2015-11-29T23:12:30Z,UUrsiHZzr4IjuSjnvPy5rVUQ,2026-01-31 15:50:36
UCrwtkeoBxPfhyde5eesmvyA,CieloTech,@cielotech,https://www.youtube.com/channel/UCrwtkeoBxPfhyde5eesmvyA,FR,2023-08-23T09:53:56.358437Z,UUrwtkeoBxPfhyde5eesmvyA,2026-01-31 15:50:36
UCs7Jg5KBsgiova4CrseuwIw,TheGrandTest,@thegrandtest,https://www.youtube.com/channel/UCs7Jg5KBsgiova4CrseuwIw,FR,2013-03-03T17:22:30Z,UUs7Jg5KBsgiova4CrseuwIw,2026-01-31 15:50:36
UCssuk5-zaZn9vt0_HNj-Hug,VERBOZZ,@verbozz,https://www.youtube.com/channel/UCssuk5-zaZn9vt0_HNj-Hug,FR,2020-07-25T15:28:57.064817Z,UUssuk5-zaZn9vt0_HNj-Hug,2026-01-31 15:50:36
UCt3bV9VvoCrXILlR1Z6kGmQ,Rémi Lou,@remiloufr,https://www.youtube.com/channel/UCt3bV9VvoCrXILlR1Z6kGmQ,FR,2017-10-03T17:15:39Z,UUt3bV9VvoCrXILlR1Z6kGmQ,2026-01-31 15:50:36
UCtPzJInyqqt__Tn0EaUlaAw,Science Gaming,@sciencegamingtv,https://www.youtube.com/channel/UCtPzJInyqqt__Tn0EaUlaAw,FR,2012-12-03T16:56:01Z,UUtPzJInyqqt__Tn0EaUlaAw,2026-01-31 15:50:36
UCu6HC8ahaPWqqfSvic7nWyQ,Nightech,@nightech,https://www.youtube.com/channel/UCu6HC8ahaPWqqfSvic7nWyQ,FR,2012-01-12T18:25:58Z,UUu6HC8ahaPWqqfSvic7nWyQ,2026-01-31 15:50:36
UCuDNiVxL-Zfw0CBVQ4oOr8w,DealSmart FR,@dealsmartfr,https://www.youtube.com/channel/UCuDNiVxL-Zfw0CBVQ4oOr8w,FR,2020-08-02T00:00:10.743131Z,UUuDNiVxL-Zfw0CBVQ4oOr8w,2026-01-31 15:50:36
UCuE3ei3NOnVjQUefjHUCF5Q,DiscoverID,@discoverid,https://www.youtube.com/channel/UCuE3ei3NOnVjQUefjHUCF5Q,FR,2016-11-06T22:35:13Z,UUuE3ei3NOnVjQUefjHUCF5Q,2026-01-31 15:50:36
UCuJtgmGNF_PvicQkf88t-5g,ChristoTech,@christotech,https://www.youtube.com/channel/UCuJtgmGNF_PvicQkf88t-5g,FR,2011-02-21T13:19:03Z,UUuJtgmGNF_PvicQkf88t-5g,2026-01-31 15:50:36
UCv8L8SztjsNYT4FpX8g5ATw,INFOMAX Paris,@infomaxparis,https://www.youtube.com/channel/UCv8L8SztjsNYT4FpX8g5ATw,FR,2011-09-28T13:05:50Z,UUv8L8SztjsNYT4FpX8g5ATw,2026-01-31 15:50:36
UCwWgvJHw1mNRq_ry6VoPKEg,Yada,@yadaclash,https://www.youtube.com/channel/UCwWgvJHw1mNRq_ry6VoPKEg,FR,2016-05-09T21:22:55Z,UUwWgvJHw1mNRq_ry6VoPKEg,2026-01-31 15:50:36
UCwZsbPUXohCN867pQzioGLw,Nicolas Barbet,@_nicolasbarbet_,https://www.youtube.com/channel/UCwZsbPUXohCN867pQzioGLw,FR,2019-09-29T15:53:04Z,UUwZsbPUXohCN867pQzioGLw,2026-01-31 15:50:36
UCwsQtHFlS-LKVn8xJ3TaupQ,Monsieur Pixel,@monsieurpix,https://www.youtube.com/channel/UCwsQtHFlS-LKVn8xJ3TaupQ,FR,2016-02-25T09:04:59Z,UUwsQtHFlS-LKVn8xJ3TaupQ,2026-01-31 15:50:36
UCxej0ZiLbbeVrz3XQZjj-MA,Huawei Mobile France,@huaweidevicefrance,https://www.youtube.com/channel/UCxej0ZiLbbeVrz3XQZjj-MA,FR,2012-10-03T08:51:44Z,UUxej0ZiLbbeVrz3XQZjj-MA,2026-01-31 15:50:36
UCxpT79bmhxk50l8P50WG86w,Discoverdex,@discoverdex,https://www.youtube.com/channel/UCxpT79bmhxk50l8P50WG86w,FR,2012-03-06T21:34:27Z,UUxpT79bmhxk50l8P50WG86w,2026-01-31 15:50:36
UCySZIa8Y4e6aSVg4CISXAOA,Mathieu Dos Santos,@mathieu_dossantos,https://www.youtube.com/channel/UCySZIa8Y4e6aSVg4CISXAOA,FR,2016-01-02T19:23:11Z,UUySZIa8Y4e6aSVg4CISXAOA,2026-01-31 15:50:36
UCyeoo6CDdAyYGyUvHWF0gSA,Garmin France,@garminfrance,https://www.youtube.com/channel/UCyeoo6CDdAyYGyUvHWF0gSA,FR,2008-04-22T15:22:46Z,UUyeoo6CDdAyYGyUvHWF0gSA,2026-01-31 15:50:36
UCz-hlzLKQ__1nKXarSedtQA,HardwareFRA,@hardwarefra,https://www.youtube.com/channel/UCz-hlzLKQ__1nKXarSedtQA,FR,2016-09-03T19:19:06Z,UUz-hlzLKQ__1nKXarSedtQA,2026-01-31 15:50:36
UCz6PEeVLG1TL6jMRTvSLm4g,Matt Talks Tech,@matttalktech,https://www.youtube.com/channel/UCz6PEeVLG1TL6jMRTvSLm4g,GB,2012-07-05T09:59:52Z,UUz6PEeVLG1TL6jMRTvSLm4g,2026-01-31 15:50:36
UCzICpbabqKwBTpb9XlWerjA,PassTech TV,@passtechtv3625,https://www.youtube.com/channel/UCzICpbabqKwBTpb9XlWerjA,FR,2017-12-06T18:25:21Z,UUzICpbabqKwBTpb9XlWerjA,2026-01-31 15:50:36
